Species CountA CountC CountG CountT CountA_Syn CountC_Syn CountG_Syn CountT_Syn
Bison_bison.ATP6 1348 1107 466 1147 399 156 42 132
Bison_bison.COX1 2199 1986 1266 2259 655 351 50 294
Bison_bison.COX2 1158 780 505 962 271 79 61 103
Bison_bison.COX3 2305 2543 1251 2480 555 581 30 250
Bison_bison.CytB 3669 3305 1420 2975 1186 521 51 191
Bison_bison.ND1 1748 1625 695 1386 593 301 48 70
Bison_bison.ND3 365 334 155 322 100 68 8 24
Bison_bison.ND4 5364 4584 1813 4763 1453 756 145 456
Bison_bonasus.ATP6 2425 2050 851 2124 764 293 60 244
Bison_bonasus.ATP8 562 332 96 396 85 29 34 22
Bison_bonasus.COX1 3964 3487 2272 4155 1131 623 107 530
Bison_bonasus.COX3 1639 1795 952 1854 354 408 50 214
Bison_bonasus.CytB 5062 4633 2063 4154 1678 706 84 287
Bison_bonasus.ND1 3231 2891 1241 2614 1126 479 67 189
Bison_bonasus.ND2 5069 3789 1131 3695 1232 615 64 389
Bison_bonasus.ND3 853 742 325 722 239 127 9 69
Bison_bonasus.ND4 7205 6056 2437 6355 1909 1053 118 601
Bison_bonasus.ND4L 464 356 174 470 150 50 10 59
Bison_priscus.ATP6 5375 4370 1866 4640 1602 608 168 540
Bison_priscus.ATP8 781 400 110 467 125 29 30 12
Bison_priscus.COX1 8762 7995 5079 8998 2600 1450 202 1142
Bison_priscus.COX2 2299 1569 1020 1921 532 164 129 207
Bison_priscus.COX3 4175 4643 2272 4495 993 1085 59 433
Bison_priscus.CytB 11741 10506 4537 9562 3783 1641 151 634
Bison_priscus.ND1 7557 7045 3011 5990 2587 1293 209 306
Bison_priscus.ND2 8149 6068 1833 5750 1978 1029 49 553
Bison_priscus.ND3 813 766 355 709 219 152 22 54
Bison_priscus.ND4 13660 11440 4663 11961 3680 1910 285 1157
Bison_priscus.ND4L 636 494 231 633 224 72 75 NA
Biwia_zezera.CytB 4920 4509 2474 4926 1606 709 267 461
Blanus_cinereus.ND2 1276 1242 457 849 383 272 54 76
Blarina_brevicauda.CytB 19462 20416 9669 20200 5800 3351 866 1964
Blarinella_griselda.CytB 6059 5002 2611 6740 1694 749 72 677
Blarinella_quadraticauda.CytB 3048 2533 1326 3326 850 357 51 343
Blicca_bjoerkna.ATP8 360 272 124 231 66 35 11 21
Boa_constrictor.CytB 99603 88105 36663 77612 33045 10792 2210 4090
Boa_constrictor.ND4 5131 3798 1570 3424 1640 301 145 306
Boleophthalmus_pectinirostris.CytB 70306 74710 37987 86034 20133 11085 1674 15130
Bolomys_lasiurus.CytB 1344 1299 533 1370 346 248 14 138
Bombina_bombina.CytB 23069 27680 13537 26350 6208 5961 1084 2470
Bombina_maxima.CytB 2616 2855 1511 2978 780 510 131 316
Bombina_orientalis.CytB 1274 1529 741 1436 340 334 61 127
Bombina_variegata.ATP6 1332 1350 605 1480 362 241 98 181
Bombina_variegata.ATP8 368 302 95 222 80 45 6 27
Bombina_variegata.COX1 3051 3261 2415 3681 789 627 321 535
Bombina_variegata.COX2 1548 1233 762 1266 357 191 44 145
Bombina_variegata.COX3 1386 1555 965 1575 358 305 81 203
Bombina_variegata.CytB 41781 47919 23706 46026 11691 9323 2423 4172
Bombina_variegata.ND1 2078 2213 1087 2302 534 503 112 239
Bombina_variegata.ND2 2561 2433 1002 2044 659 457 141 288
Bombina_variegata.ND3 519 527 317 689 161 74 40 89
Bombina_variegata.ND4 3070 3136 1468 2982 798 611 150 377
Bombina_variegata.ND4L 393 581 281 509 126 126 42 72
Boops_boops.CytB 3100 4188 2056 3796 807 1013 170 491
Boreogadus_saida.CytB 1924 2072 1277 2707 460 411 107 462
Bos_frontalis.CytB 4625 4324 1934 3857 1521 690 88 277
Bos_gaurus.CytB 1781 1649 745 1510 577 263 35 112
Bos_grunniens.ATP6 2918 2368 1006 2522 882 323 104 280
Bos_grunniens.ATP8 411 234 58 287 74 20 15 15
Bos_grunniens.COX1 6190 5510 3526 6362 1848 996 141 795
Bos_grunniens.COX2 2332 1565 988 1925 546 174 108 205
Bos_grunniens.COX3 1838 2070 1067 2045 424 489 54 203
Bos_grunniens.CytB 11155 10217 4587 9288 3678 1540 245 669
Bos_grunniens.ND1 3812 3512 1506 2987 1304 610 113 170
Bos_grunniens.ND2 4435 3288 971 3162 1028 539 52 341
Bos_grunniens.ND3 731 673 309 639 210 138 14 46
Bos_grunniens.ND4 10110 8184 3047 8953 2727 1282 117 943
Bos_grunniens.ND4L 462 344 178 486 146 51 7 59
Bos_indicus.ATP6 895 758 310 749 298 99 21 92
Bos_indicus.COX1 3096 2722 1759 3217 889 460 83 432
Bos_indicus.COX2 931 655 397 741 228 76 38 72
Bos_indicus.COX3 1245 1373 698 1379 277 315 29 157
Bos_indicus.CytB 5316 5126 2272 4341 1738 814 113 295
Bos_indicus.ND1 2015 1825 835 1688 673 314 61 128
Bos_indicus.ND2 2367 1752 582 1767 545 322 45 173
Bos_indicus.ND3 356 349 157 314 95 74 8 25
Bos_indicus.ND4 3108 2709 1067 2755 896 493 53 242
Bos_javanicus.ATP8 303 171 57 177 52 11 18 6
Bos_javanicus.CytB 1784 1670 756 1475 586 269 39 96
Bos_javanicus.ND1 1168 1043 461 964 398 179 23 67
Bos_javanicus.ND2 1352 1021 339 984 325 182 31 95
Bos_javanicus.ND4 1696 1458 586 1480 468 241 31 157
Bos_javanicus.ND4L 374 293 141 368 125 46 6 40
Bos_primigenius.CytB 1416 1370 606 1154 467 226 29 72
Bos_taurus.ATP6 9519 7876 3157 7924 3098 1019 213 974
Bos_taurus.ATP8 1408 869 285 1001 223 57 105 83
Bos_taurus.COX1 23435 20703 13342 24245 6725 3537 680 3197
Bos_taurus.COX2 4641 3265 1999 3715 1120 383 200 357
Bos_taurus.COX3 8917 9764 5016 9843 1980 2201 213 1147
Bos_taurus.CytB 42151 40791 18055 34306 13798 6582 924 2239
Bos_taurus.ND1 13827 12415 5708 11680 4567 2126 426 941
Bos_taurus.ND2 17725 13145 4113 12866 4187 2413 324 1217
Bos_taurus.ND3 1247 1219 558 1092 358 244 28 94
Bos_taurus.ND4 30264 26376 10276 26720 8754 4767 484 2366
Bos_taurus.ND4L 1782 1381 652 1771 606 206 4 210
Botia_lohachata.CytB 1293 1216 637 1294 437 200 33 110
Brachyhypopomus_occidentalis.ATP6 3602 4474 1875 3669 962 1051 259 444
Brachyhypopomus_occidentalis.ATP8 734 767 333 596 137 156 56 55
Brachyhypopomus_occidentalis.CytB 1273 1768 821 1551 339 446 57 139
Brachymeles_bonitae.ATP6 2173 2045 765 1826 739 304 89 187
Brachymeles_bonitae.ND1 3795 3870 1646 3169 1302 700 156 225
Brachymeles_boulengeri.ATP6 4652 4127 1467 3992 1491 668 166 352
Brachymeles_boulengeri.ND1 2860 2966 1257 2517 944 575 97 199
Brachymeles_gracilis.ATP6 1732 1665 586 1465 579 265 59 143
Brachymeles_gracilis.ND1 3096 3423 1353 2688 1051 694 88 236
Brachymeles_schadenbergi.ATP6 3428 3319 1211 2889 1083 602 151 243
Brachymeles_schadenbergi.ND1 2326 2434 995 1925 801 474 70 133
Brachymystax_lenok.COX1 1511 1647 1146 1888 363 346 109 277
Brachymystax_lenok.CytB 1705 2157 1040 1938 470 525 46 224
Brachymystax_lenok.ND1 6783 7603 3978 7562 2027 1653 249 1270
Brachyphylla_cavernarum.CytB 9953 11144 5079 9793 3040 2167 319 967
Brachyrhaphis_rhabdophora.CytB 827 1083 484 990 185 253 43 126
Bradypterus_graueri.ND2 2207 2596 786 1614 593 570 69 161
Brama_brama.CytB 1008 1540 736 1252 220 397 89 169
Branchiostoma_belcheri.ATP6 2801 1511 2047 3856 570 89 335 542
Branchiostoma_belcheri.ATP8 379 160 298 459 47 1 27 61
Branchiostoma_belcheri.COX2 2839 1514 2522 4163 441 69 353 717
Branchiostoma_belcheri.CytB 5719 3998 5139 10224 844 232 896 1671
Branchiostoma_belcheri.ND3 864 424 666 1556 105 23 63 213
Branchiostoma_floridae.ATP6 3473 2400 2537 5210 707 223 411 935
Branchiostoma_floridae.ATP8 549 269 376 750 84 14 24 143
Branchiostoma_floridae.COX1 7709 5682 6825 12038 1845 351 1058 1812
Branchiostoma_floridae.COX2 3807 2192 3171 4630 754 144 494 579
Branchiostoma_floridae.COX3 3464 2668 3692 5895 769 132 604 1050
Branchiostoma_floridae.CytB 4867 4197 4882 8854 870 363 845 1502
Branchiostoma_floridae.ND1 4193 3658 4408 7459 870 439 639 1166
Branchiostoma_floridae.ND2 5300 3229 5177 8092 941 346 906 1166
Branchiostoma_floridae.ND3 1159 610 876 1627 241 22 96 200
Branchiostoma_floridae.ND4L 936 578 736 1368 204 86 106 132
Branchiostoma_lanceolatum.ATP6 1349 1101 1373 2306 240 117 235 416
Branchiostoma_lanceolatum.COX1 3502 2783 3315 5850 753 190 481 1040
Branchiostoma_lanceolatum.COX2 1706 1002 1443 2221 308 38 185 367
Branchiostoma_lanceolatum.COX3 1356 1157 1553 2222 367 103 283 308
Branchiostoma_lanceolatum.CytB 2788 2371 2502 4846 581 255 368 723
Branchiostoma_lanceolatum.ND1 2022 1806 2020 3590 403 203 346 549
Branchiostoma_lanceolatum.ND3 507 316 482 831 81 22 76 118
Branchiostoma_lanceolatum.ND4L 306 203 262 435 86 17 51 50
Bronchocela_cristatella.ND2 15796 11604 3605 9602 4772 1790 186 887
Brookesia_decaryi.ND2 1189 723 314 887 320 82 12 81
Brotogeris_cyanoptera.CytB 2367 3010 1089 2005 793 649 51 134
Brotogeris_cyanoptera.ND2 4023 4263 1169 3059 1142 930 62 268
Bubalus_bubalis.ATP6 2770 2556 1064 2424 831 426 87 290
Bubalus_bubalis.COX1 6056 5612 3695 6225 1743 993 337 749
Bubalus_bubalis.COX2 1348 1018 638 1082 325 146 80 94
Bubalus_bubalis.COX3 2875 3197 1733 3115 710 630 148 361
Bubalus_bubalis.CytB 39640 39280 18011 32588 13502 5675 1567 1759
Bubalus_bubalis.ND1 4011 3843 1661 3211 1359 741 111 98
Bubalus_bubalis.ND2 5971 4702 1700 4301 1363 917 201 230
Bubalus_bubalis.ND3 856 835 436 813 233 143 50 94
Bubalus_bubalis.ND4 7892 6948 2817 7129 2023 1105 153 850
Bubalus_bubalis.ND4L 583 527 297 648 172 84 47 82
Bubalus_depressicornis.CytB 1777 1684 775 1448 565 241 66 85
Bubo_virginianus.ND2 2177 2661 894 1514 600 622 143 81
Budorcas_taxicolor.CytB 2531 2321 1017 2089 768 388 35 110
Budorcas_taxicolor.ND1 1231 1087 413 1078 382 188 13 80
Bungarus_candidus.CytB 9330 8050 2859 9341 2199 1364 98 907
Bungarus_fasciatus.CytB 2427 2016 745 2493 573 280 27 284
Bungarus_multicinctus.CytB 1733 1488 556 1758 394 250 30 177
Cacajao_calvus.CytB 3417 3478 1490 3620 957 626 79 386
Caiman_crocodilus.CytB 24883 28584 9450 21557 7584 6028 211 1670
Cairina_moschata.ATP6 582 808 318 476 193 192 63 40
Calliope_calliope.CytB 3473 4264 1710 3093 1196 841 92 271
Callisaurus_draconoides.ATP6 8307 5922 2516 7088 2977 569 150 758
Callithrix_geoffroyi.CytB 1618 1774 788 1505 432 332 79 148
Callithrix_jacchus.COX2 720 609 288 579 152 92 12 76
Callithrix_jacchus.CytB 1932 2127 951 1812 495 414 96 170
Callosciurus_erythraeus.COX3 600 650 361 738 136 139 24 98
Callosciurus_erythraeus.CytB 3912 4679 1892 4298 871 1017 120 518
Callosciurus_erythraeus.ND4 1246 1092 431 1227 308 175 26 142
Callosciurus_erythraeus.ND4L 254 220 106 302 62 33 8 36
Calomys_callosus.CytB 5571 4613 2364 5692 1568 769 158 306
Calomys_expulsus.CytB 8029 5893 3059 8033 2422 646 154 633
Calotes_versicolor.COX1 25943 24942 16975 29952 7147 3807 2388 3895
Calotes_versicolor.ND2 29718 25800 8683 20210 8167 4939 917 2663
Camelus_bactrianus.ATP6 1461 1312 602 1371 409 216 65 150
Camelus_bactrianus.COX1 1973 1932 1461 2344 518 361 174 310
Camelus_bactrianus.CytB 7554 7380 3915 7302 2306 1128 442 580
Camelus_bactrianus.ND4 1638 1571 764 1535 380 304 116 163
Camelus_bactrianus.ND4L 231 230 128 293 60 54 12 34
Camelus_dromedarius.ATP6 1023 911 425 1020 257 151 55 144
Camelus_dromedarius.ATP8 378 270 125 253 72 37 18 30
Camelus_dromedarius.COX1 2380 2308 1735 2827 639 439 189 369
Camelus_dromedarius.COX3 936 1155 707 1115 231 233 94 141
Camelus_dromedarius.CytB 3331 3142 1678 3212 1052 449 167 291
Camelus_dromedarius.ND1 1851 2099 928 1712 521 508 71 135
Camelus_dromedarius.ND2 2876 2269 817 2297 669 466 64 255
Camelus_dromedarius.ND3 412 504 288 480 52 128 41 52
Camelus_dromedarius.ND4 2868 2983 1487 2611 708 598 225 269
Camelus_dromedarius.ND4L 415 492 240 473 124 122 19 40
Campethera_caroli.ATP6 2787 3872 1017 2539 821 906 88 329
Campethera_nivosa.ATP6 4642 6349 1677 4357 1395 1553 47 540
Campostoma_anomalum.CytB 7701 8286 4896 8757 2096 1666 595 926
Campostoma_oligolepis.CytB 3333 3490 1988 3661 968 674 209 378
Campostoma_ornatum.CytB 18522 20889 12626 21862 4665 4405 1750 2376
Campylomormyrus_compressirostris.CytB 14151 16244 7134 12549 4722 2893 494 983
Campylomormyrus_numenius.CytB 8730 10102 4422 7742 2893 1860 288 594
Candidia_barbatus.CytB 7284 7079 4037 7682 2197 1247 500 715
Canis_aureus.COX2 667 524 282 570 141 78 14 83
Canis_aureus.CytB 3991 3747 1853 4015 1185 515 80 473
Canis_latrans.ATP6 3150 3070 1297 3331 767 595 99 430
Canis_latrans.ATP8 628 536 147 498 81 63 36 81
Canis_latrans.COX1 2899 2460 1924 3511 764 323 181 601
Canis_latrans.CytB 3037 2942 1397 2856 922 505 84 223
Canis_latrans.ND1 1954 1925 818 1981 554 344 54 238
Canis_latrans.ND2 2074 1583 531 1608 421 299 30 174
Canis_latrans.ND4 2913 2576 1028 2807 692 456 85 335
Canis_latrans.ND4L 268 196 116 302 79 19 14 41
Canis_lupus.ATP6 9617 9184 4041 10231 2443 1677 451 1372
Canis_lupus.ATP8 757 606 190 658 94 78 53 88
Canis_lupus.COX1 40459 34667 27059 48918 10067 4903 3053 7928
Canis_lupus.COX2 7575 5987 3205 6387 1597 952 143 849
Canis_lupus.COX3 10026 10346 6142 11852 2425 1882 559 1548
Canis_lupus.CytB 21410 20677 10257 21560 6485 2979 365 2470
Canis_lupus.ND1 18356 18285 7370 17981 5080 3611 373 1724
Canis_lupus.ND2 22980 17260 6056 17654 4685 3060 402 2074
Canis_lupus.ND3 2769 2618 1307 2620 735 433 130 403
Canis_lupus.ND4 27787 24607 9957 26892 6757 4196 971 3051
Canis_lupus.ND4L 636 456 259 707 195 49 21 92
Canis_lupus_familiaris.ATP6 8054 7675 3378 8566 2047 1402 373 1148
Canis_lupus_familiaris.ATP8 550 439 139 480 68 56 39 64
Canis_lupus_familiaris.COX1 33005 28298 22111 39933 8194 3997 2518 6474
Canis_lupus_familiaris.COX2 6017 4753 2543 5074 1270 755 112 676
Canis_lupus_familiaris.COX3 4116 4221 2502 4820 1000 763 219 638
Canis_lupus_familiaris.CytB 16476 15904 7885 16584 5002 2290 268 1900
Canis_lupus_familiaris.ND1 13264 13222 5336 13000 3671 2610 270 1248
Canis_lupus_familiaris.ND2 14613 10964 3866 11254 2983 1933 251 1345
Canis_lupus_familiaris.ND3 2257 2132 1065 2135 598 352 107 328
Canis_lupus_familiaris.ND4 22790 20218 8187 22062 5533 3452 810 2502
Canis_lupus_familiaris.ND4L 455 323 184 508 140 35 14 66
Capoeta_damascina.CytB 2929 2968 1514 2794 1001 486 123 234
Capra_aegagrus.ATP6 1096 984 362 948 318 180 24 87
Capra_aegagrus.COX1 2683 2356 1493 2720 824 377 89 350
Capra_aegagrus.COX2 956 659 364 745 246 74 17 86
Capra_aegagrus.COX3 1251 1352 687 1408 311 261 25 195
Capra_aegagrus.CytB 5066 4466 2063 4320 1603 709 96 259
Capra_aegagrus.ND1 1816 1623 659 1626 566 295 31 104
Capra_aegagrus.ND2 2315 1769 488 1674 580 357 18 116
Capra_aegagrus.ND3 542 481 193 509 150 79 8 81
Capra_aegagrus.ND4 2649 2400 876 2337 706 412 61 253
Capra_aegagrus.ND4L 552 463 210 539 174 83 7 43
Capra_caucasica.CytB 2161 1899 876 1864 677 314 33 105
Capra_cylindricornis.CytB 2171 1913 865 1849 683 311 33 118
Capra_falconeri.CytB 1438 1304 595 1210 455 217 28 66
Capra_hircus.ATP6 8758 7847 2904 7573 2542 1408 201 738
Capra_hircus.ATP8 1533 997 287 1081 324 62 40 98
Capra_hircus.COX1 24617 21598 13661 24911 7571 3458 785 3193
Capra_hircus.COX2 6677 4596 2563 5231 1706 511 114 608
Capra_hircus.COX3 9190 9931 5022 10304 2288 1909 179 1435
Capra_hircus.CytB 44178 39933 18404 38010 14361 6174 998 2209
Capra_hircus.ND1 14208 12701 5195 12720 4469 2301 267 805
Capra_hircus.ND2 17767 13579 3687 12790 4446 2788 139 825
Capra_hircus.ND3 2348 2093 847 2218 653 347 43 340
Capra_hircus.ND4 29410 27734 10291 26410 8111 4752 723 2934
Capra_hircus.ND4L 1652 1371 635 1631 505 255 20 122
Capra_sibirica.CytB 4749 4257 1848 3914 1525 662 70 252
Capreolus_capreolus.ATP6 1669 1348 646 1761 438 208 28 254
Capreolus_capreolus.ATP8 487 259 83 359 69 25 10 28
Capreolus_capreolus.COX1 4025 2906 2224 4723 1086 377 139 745
Capreolus_capreolus.COX2 2116 1375 854 1784 505 146 36 214
Capreolus_capreolus.COX3 2209 2027 1127 2464 599 328 52 322
Capreolus_capreolus.CytB 21134 17632 8531 19786 6721 2206 386 1769
Capreolus_capreolus.ND1 3470 2779 1320 3339 1132 418 42 308
Capreolus_capreolus.ND2 4166 2697 1015 3573 960 402 43 473
Capreolus_capreolus.ND3 531 436 203 555 148 75 2 64
Capreolus_capreolus.ND4 5189 4168 1879 5288 1097 742 182 613
Capreolus_capreolus.ND4L 535 398 223 590 164 68 19 56
Capreolus_pygargus.ATP6 833 670 327 882 220 100 16 129
Capreolus_pygargus.COX1 1785 1300 995 2088 494 176 58 320
Capreolus_pygargus.COX3 889 796 447 1000 251 121 14 139
Capreolus_pygargus.CytB 22516 18423 9093 21598 7066 2535 341 1832
Capreolus_pygargus.ND1 1146 947 446 1097 377 149 13 95
Capreolus_pygargus.ND2 1501 991 383 1289 350 146 23 166
Capreolus_pygargus.ND3 385 325 159 415 101 56 4 60
Capreolus_pygargus.ND4 1735 1403 621 1749 375 250 54 205
Capreolus_pygargus.ND4L 358 262 150 394 108 41 16 39
Capricornis_milneedwardsii.CytB 1801 1761 723 1400 584 302 40 69
Carasobarbus_fritschii.CytB 5139 4748 2345 4777 1734 730 129 347
Carasobarbus_fritschii.ND4 6843 6184 3110 5750 2257 1051 291 482
Carasobarbus_luteus.CytB 3113 2803 1381 2909 1023 440 75 196
Carassius_auratus.ATP6 1087 867 435 1016 417 115 28 93
Carassius_auratus.ATP8 628 451 207 496 131 36 73 NA
Carassius_auratus.COX1 11902 11144 7530 12767 3983 1778 575 1779
Carassius_auratus.COX2 7329 5719 3577 6145 1931 777 159 752
Carassius_auratus.COX3 3788 3780 2118 3625 1204 620 80 409
Carassius_auratus.CytB 47649 46336 23598 48472 15200 7768 1942 4629
Carassius_auratus.ND1 6314 6213 3250 5607 2310 1035 328 580
Carassius_auratus.ND2 19752 18718 7775 13263 5939 3745 912 1094
Carassius_auratus.ND3 1193 1119 582 1282 354 208 33 143
Carassius_auratus.ND4 34495 29499 14868 30158 11029 4997 923 2972
Carassius_auratus.ND4L 795 969 522 948 263 186 43 136
Carassius_auratus_auratus.COX1 3405 3182 2145 3651 1141 509 162 508
Carassius_auratus_auratus.COX2 3791 2961 1824 3154 998 412 72 381
Carassius_auratus_auratus.COX3 1336 1330 746 1286 422 217 29 149
Carassius_auratus_auratus.CytB 3503 3440 1751 3615 1125 572 140 359
Carassius_auratus_auratus.ND1 2596 2545 1320 2287 969 420 120 236
Carassius_auratus_auratus.ND2 11809 11178 4603 7906 3515 2259 546 638
Carassius_auratus_auratus.ND4 12670 10738 5462 11150 4069 1821 324 1095
Carassius_carassius.COX3 669 661 376 643 212 101 19 77
Carassius_carassius.ND2 1403 1290 529 954 432 253 54 88
Carassius_carassius.ND4 1752 1466 754 1548 555 249 36 160
Carassius_cuvieri.ATP8 227 164 76 181 47 15 25 NA
Carassius_cuvieri.COX1 1689 1609 1085 1809 562 257 88 254
Carassius_cuvieri.COX3 896 892 498 846 289 147 18 91
Carassius_cuvieri.CytB 1914 1898 979 1959 600 320 87 187
Carassius_cuvieri.ND1 1153 1145 585 1005 418 198 59 96
Carassius_cuvieri.ND2 1750 1628 663 1179 531 329 68 96
Carassius_cuvieri.ND3 399 374 195 424 124 68 11 46
Carassius_cuvieri.ND4 1733 1527 760 1500 546 267 56 146
Carassius_cuvieri.ND4L 287 353 193 343 94 68 19 48
Carassius_gibelio.COX1 5101 4760 3224 5491 1706 755 245 767
Carassius_gibelio.COX2 1787 1394 859 1480 475 190 34 180
Carassius_gibelio.COX3 889 886 499 858 283 144 19 100
Carassius_gibelio.CytB 13361 13085 6683 13868 4335 2181 500 1379
Carassius_gibelio.ND1 3463 3380 1760 3061 1286 548 163 325
Carassius_gibelio.ND2 6262 5906 2426 4198 1872 1186 272 349
Carassius_gibelio.ND3 496 459 241 544 139 83 13 65
Carassius_gibelio.ND4 3916 3315 1718 3471 1256 548 111 349
Carassius_gibelio.ND4L 358 440 237 435 113 85 22 65
Carcharhinus_amblyrhynchoides.ND2 1993 1867 554 1848 528 337 11 293
Carcharhinus_obscurus.ND2 8925 7695 2640 8344 2158 1268 38 1357
Carcharhinus_sorrah.ND2 1631 1603 501 1485 444 328 10 177
Carcharias_taurus.ND2 1202 1170 377 1109 285 234 9 166
Carcharodon_carcharias.COX1 1631 1536 1041 1972 434 254 72 336
Carcharodon_carcharias.COX3 877 851 495 909 248 138 21 126
Carcharodon_carcharias.CytB 1209 1409 581 1373 256 327 20 152
Carcharodon_carcharias.ND2 1643 1815 572 1646 350 473 30 212
Cardinalis_cardinalis.CytB 6393 7711 3007 6070 1934 1542 150 552
Cardinalis_cardinalis.ND2 23448 27360 8816 19834 5735 5060 809 4083
Carduelis_carduelis.ND2 1252 1365 380 951 359 299 20 104
Carduelis_pinus.ATP8 152 145 28 155 32 24 16 NA
Caretta_caretta.COX1 1871 1624 940 1745 574 283 27 203
Caretta_caretta.COX3 990 864 455 823 325 135 11 51
Caretta_caretta.CytB 1476 1464 507 1125 462 258 7 71
Caretta_caretta.ND1 1914 1702 611 1566 647 329 16 78
Caretta_caretta.ND2 1545 1280 329 995 412 238 11 85
Caretta_caretta.ND4 1907 1457 507 1445 545 191 8 178
Carollia_brevicauda.CytB 9119 9938 4720 9108 2867 1807 319 1098
Carollia_castanea.CytB 5593 6409 2837 5573 1720 1307 128 587
Carollia_perspicillata.CytB 26351 27231 12870 26536 8729 4724 412 3392
Carollia_sowelli.CytB 3179 3387 1558 3216 980 654 49 370
Carpiodes_carpio.CytB 6666 7227 4202 6985 2077 1313 581 620
Carpiodes_cyprinus.CytB 6338 6857 3961 6658 1994 1233 533 596
Carpodacus_erythrinus.CytB 1895 2330 938 1677 582 445 75 185
Carpodacus_erythrinus.ND2 34324 35992 11868 27046 9029 7944 974 3282
Carpodacus_pulcherrimus.ND2 1478 1633 547 1185 389 352 57 148
Carpodacus_vinaceus.ND2 1159 1365 446 942 312 334 36 94
Cathartes_aura.ND2 1482 1570 547 1159 397 314 75 139
Catharus_frantzii.ND2 9447 10490 3746 7133 2465 2177 463 785
Catharus_guttatus.CytB 6058 7416 2909 5277 1819 1489 243 508
Catharus_minimus.CytB 3531 4286 1595 3128 1067 888 55 312
Catharus_ustulatus.CytB 7324 8868 3474 6470 2326 1909 145 494
Cathorops_mapale.ATP6 1983 2139 788 1899 607 446 52 222
Cathorops_mapale.CytB 4686 5415 2225 4904 1457 1190 49 374
Cathorops_wayuu.ATP6 5339 5790 2061 5034 1650 1199 133 585
Cathorops_wayuu.CytB 4171 4773 1934 4325 1296 1024 34 334
Catla_catla.ATP6 838 799 349 738 311 126 33 65
Catla_catla.ATP8 285 222 91 212 58 30 2 22
Catla_catla.COX1 1695 1617 1080 1800 551 260 78 249
Catla_catla.COX3 869 873 461 773 299 136 18 75
Catla_catla.CytB 1390 1343 617 1210 472 235 27 59
Catla_catla.ND2 1339 1202 453 810 455 211 9 72
