HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
687	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_nigripinnis	Blackfin cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
688	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_pidschian	Humpback whitefish	4015	5110	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
689	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_pollan	Irish pollan	1277	1277	NA	NA	NA	NA	NA	NA	NA	247.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
690	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_reighardi	Shortnose cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	296.45	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
691	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_sardinella	Least cisco	1825	1916	NA	NA	NA	NA	NA	NA	NA	305.25	NA	26	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
692	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Coregonus	Coregonus_zenithicus	Longjaw cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
693	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Hucho	Hucho_hucho	Danube salmon	1825	1825	NA	NA	NA	NA	NA	NA	NA	28600	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
694	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Hucho	Hucho_taimen	Taimen	NA	NA	NA	NA	NA	NA	NA	NA	NA	38500	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
695	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_clarkii	Cutthroat trout	1095	1095	NA	NA	NA	NA	NA	NA	NA	10230	NA	10	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
696	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_gorbuscha	Pink salmon	730	730	NA	NA	NA	NA	NA	NA	NA	3740	NA	3	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214454
697	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_keta	Chum salmon	1186	1186	NA	NA	NA	NA	NA	NA	NA	8745	NA	7	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214454
698	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_kisutch	Coho salmon	1095	1095	NA	NA	NA	NA	NA	NA	NA	8360	NA	5	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214265266267454
699	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_mykiss	Steelhead	NA	912	18	NA	3500	NA	NA	NA	NA	12235	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	21417232972982985e17
700	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_nerka	Sockeye salmon	730	730	NA	NA	NA	NA	NA	NA	NA	4240.5	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	21412612712812916e14
701	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus_tshawytscha	Chinook salmon	1460	1460	NA	NA	NA	NA	NA	NA	NA	33770	NA	9	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1214131454459484700
702	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Prosopium	Prosopium_coulterii	Pygmy whitefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
703	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Prosopium	Prosopium_cylindraceum	Round whitefish	1095	1095	140	NA	NA	NA	NA	NA	NA	1498	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA	440454
704	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Prosopium	Prosopium_gemmifer	Bonneville cisco	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
705	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Prosopium	Prosopium_spilonotus	Bonneville whitefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
706	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Prosopium	Prosopium_williamsoni	Mountain whitefish	NA	NA	NA	NA	NA	NA	NA	NA	NA	1606	NA	17	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
707	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_salar	Atlantic salmon	NA	1825	NA	NA	NA	NA	NA	NA	NA	25740	NA	13	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1126413414454524
708	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salmo	Salmo_trutta	Brown trout	NA	NA	NA	NA	8e3	NA	NA	NA	NA	NA	NA	38	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	177442454523
709	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salvelinus	Salvelinus_alpinus	Arctic char	3285	3285	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA	2454524585
710	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salvelinus	Salvelinus_fontinalis	Bunnylake brook trout	730	730	NA	NA	NA	NA	NA	NA	NA	4397.25	NA	24	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1442454523
711	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Salvelinus	Salvelinus_namaycush	Lake trout	4927	4745	NA	NA	NA	NA	NA	NA	NA	17985	NA	50	454	wild	medium	acceptable	NA	NA	NA	NA	NA	2454
712	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Stenodus	Stenodus_leucichthys	Inconnu	4015	3650	NA	NA	NA	NA	NA	NA	NA	22e3	NA	22	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
713	Animalia	Chordata	Actinopterygii	Salmoniformes	Salmonidae	Thymallus	Thymallus_arcticus	Arctic grayling	NA	NA	NA	NA	NA	NA	NA	NA	NA	2103.25	NA	18	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
714	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Agonidae	Agonus	Agonus_cataphractus	Armed bullhead	912	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
715	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Anoplopomatidae	Anoplopoma	Anoplopoma_fimbria	Sablefish	2190	NA	NA	NA	NA	NA	NA	NA	NA	31350	NA	114	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
716	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_aleuticus	Coastrange sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
717	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_asper	Prickly sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
718	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_bairdii	Mottled sculpin	730	730	NA	NA	60	NA	NA	NA	NA	NA	NA	6	442	unknown	medium	acceptable	NA	NA	NA	NA	NA	442
719	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_carolinae	Banded sculpin	730	730	NA	NA	475	NA	NA	NA	NA	NA	NA	4	442	unknown	medium	acceptable	NA	NA	NA	NA	NA	442
720	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_cognatus	Slimy sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
721	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_confusus	Shorthead sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
722	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_gobio	Bullhead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
723	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_paulus	Pygmy sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
724	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Cottus	Cottus_poecilopus	Alpine bullhead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
725	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Leptocottus	Leptocottus_armatus	Pacific staghorn sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
726	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Myoxocephalus	Myoxocephalus_octodecemspinosus	Longhorn sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	520	wild	medium	acceptable	NA	NA	NA	NA	NA	520
727	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Cottidae	Myoxocephalus	Myoxocephalus_quadricornis	Fourhorn sculpin	NA	NA	NA	NA	NA	NA	NA	NA	NA	143	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
728	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Hexagrammidae	Hexagrammos	Hexagrammos_decagrammus	Kelp greenling	1460	1460	NA	NA	NA	NA	NA	NA	NA	1155	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
729	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Hexagrammidae	Ophiodon	Ophiodon_elongatus	Lingcod	NA	NA	NA	NA	NA	NA	NA	NA	NA	32505	NA	20	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454
730	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Platycephalidae	Neoplatycephalus	Neoplatycephalus_richardsoni	Tiger flathead	NA	NA	NA	NA	NA	NA	NA	NA	NA	1650	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
731	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Platycephalidae	Platycephalus	Platycephalus_conatus	Deepwater flathead	2007	1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
732	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Gymnapistes	Gymnapistes_marmoratus	Devilfish	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
733	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Helicolenus	Helicolenus_percoides	Sea perch	NA	NA	NA	NA	NA	NA	NA	NA	NA	770	NA	42	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
734	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Pterois	Pterois_volitans	Scorpionfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
736	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_aleutianus	Rougheye rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	495	NA	205	22	wild	medium	acceptable	0.05	999	NA	NA	NA	222454472
737	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_alutus	Pacific ocean perch	3169	3833	NA	NA	NA	NA	NA	NA	NA	770	NA	100	22	wild	medium	acceptable	NA	NA	NA	NA	NA	222454472585
738	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_atrovirens	Kelp rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
739	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_auriculatus	Brown rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
740	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_babcocki	Redbanded rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	2442	NA	106	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
741	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_borealis	Shortraker rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	8910	NA	157	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
742	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_brevispinis	Silvergray rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	2590.5	NA	82	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
743	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_carnatus	Gopher rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
744	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_caurinus	Copper rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	1507	NA	55	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
745	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_chlorostictus	Greenspotted rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	555.5	NA	33	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
746	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_chrysomelas	Black-and-yellow rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
747	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_ciliatus	Dusky rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	995.5	NA	67	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
748	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_constellatus	Starry rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	572	NA	32	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
749	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_crameri	Darkblotched rockfish	3066	1861	NA	NA	NA	NA	NA	NA	NA	NA	NA	66	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
750	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_dallii	Calico rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
751	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_diploproa	Splitnose rockfish	1825	1825	NA	NA	NA	NA	NA	NA	NA	445.5	NA	84	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
752	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_elongatus	Greenstriped rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	346.5	NA	42	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
753	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_entomelas	Widow rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
754	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_flavidus	Yellowtail rockfish	2555	2190	NA	NA	NA	NA	NA	NA	NA	1380.5	NA	64	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
755	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_goodei	Chilipepper	NA	NA	NA	NA	NA	NA	NA	NA	NA	847	NA	27	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
756	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_helvomaculatus	Rosethorn rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
757	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_hopkinsi	Squarespot rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
758	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_jordani	Shortbelly rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
759	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_levis	Cowcod	4015	4380	NA	NA	NA	NA	NA	NA	NA	7150	NA	55	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
760	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_maliger	Quillback rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	1804	NA	90	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
761	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_melanops	Black rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	2640	NA	50	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
762	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_mentella	Deepwater redfish	4745	3650	NA	NA	NA	NA	NA	NA	NA	NA	NA	75	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1454585
763	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_miniatus	Vermilion rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	3700	NA	43	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
764	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_mystinus	Blue rockfish	1642	1277	NA	NA	NA	NA	NA	NA	NA	2084.5	NA	44	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
765	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_nebulosus	China rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	918.5	NA	79	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
766	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_nigrocinctus	Tiger rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	1221	NA	116	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
767	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_ovalis	Speckled rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	522.5	NA	37	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
768	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_paucispinis	Bocaccio	1460	1460	NA	NA	NA	NA	NA	NA	NA	5296.5	NA	50	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
769	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_pinniger	Canary rockfish	2007	2007	NA	NA	NA	NA	NA	NA	NA	2491.5	NA	84	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
770	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_polyspinis	Northern rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
771	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_proriger	Redstripe rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
772	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_rastrelliger	Grass rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
773	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_reedi	Yellowmouth rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
774	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_rosaceus	Rosy rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
775	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_rosenblatti	Greenblotched rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	50	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
776	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_ruberrimus	Rasphead rockfish	4927	4927	NA	NA	NA	NA	NA	NA	NA	9790	NA	118	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
777	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_rubrivinctus	Flag rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	797.5	NA	18	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
778	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_rufus	Bank rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	1089	NA	53	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
779	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_saxicola	Stripetail rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
780	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_serranoides	Olive rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	900	NA	25	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
781	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_variegatus	Harlequin rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	47	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
782	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_viviparus	Norway haddock	NA	NA	NA	NA	NA	NA	NA	NA	NA	550	NA	40	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
783	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_wilsoni	Pygmy rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
784	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastes	Sebastes_zacentrus	Sharpchin rockfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
785	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastolobus	Sebastolobus_alascanus	Shortspine thornyhead	NA	NA	NA	NA	NA	NA	NA	NA	NA	1270.5	NA	115	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
786	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Scorpaenidae	Sebastolobus	Sebastolobus_altivelis	Longspine thornyhead	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45	22	wild	medium	acceptable	NA	NA	NA	NA	NA	22454
787	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Chelidonichthys	Chelidonichthys_capensis	Cape gurnard	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
788	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Chelidonichthys	Chelidonichthys_cuculus	East Atlantic red gurnard	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
789	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Chelidonichthys	Chelidonichthys_kumu	Bluefin searobin	912	912	NA	NA	NA	NA	NA	NA	NA	825	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
790	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Chelidonichthys	Chelidonichthys_lucernus	Tub gurnard	NA	NA	NA	NA	NA	NA	NA	NA	NA	3300	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
791	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Chelidonichthys	Chelidonichthys_queketti	Lesser gurnard	620	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
792	Animalia	Chordata	Actinopterygii	Scorpaeniformes	Triglidae	Trigla	Trigla_lyra	Lyre gurnard	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
